Title,Author,Genre,Pages,Year,Downloads,Rating
Stories That End Well,"
Octave Thanet
",Short Story Collection,,1911,695,4
"Tales from Blackwood, Volume 2",,Short Story Collection,,1851,703,5
''Abe'' Lincoln's Yarns and Stories,"
Alexander Kelly McClure
",Short Story Collection,698,1901,"25,964",0
All the Way to Fairyland,"
Evelyn Sharp
",Short Story Collection,112,1898,"21,179",3
Household Stories by the Brothers Grimm,"
Jacob Grimm
Wilhelm Grimm
",Short Story Collection,261,1886,"32,894",5
The Book of Dreams and Ghosts,"
Andrew Lang
",Short Story Collection,205,1897,"19,517",5
The Best Ghost Stories,,Short Story Collection,212,1919,"153,683",3.625
"The Book of the Thousand Nights and a Night, vol 1","
Sir Richard Francis Burton
",Short Story Collection,463,1885,"26,268",4.3333333333333
Dubliners,"
James Joyce
",Short Story Collection,0,1914,"26,127",4.6666666666667
The Front Yard and other Italian stories,"
Constance Fenimore Woolson
",Short Story Collection,190,1894,"27,873",0
The Arabian Nights Entertainments,"
Anonymous
",Short Story Collection,515,1813,"24,119",5
A Divided Heart and Other Stories,"
Paul Heyse
",Short Story Collection,,1894,701,0
One Doubtful Hour,"
Ella Hepworth Dixon
",Short Story Collection,137,1904,693,0
"The German Classics, v. 20",,Short Story Collection,,1914,704,0
Greenmantle,"
John Buchan
",Thriller,247,1916,"12,153",4
The Attic Murder,"
S. Fowler Wright
",Thriller,212,,"23,483",3
The Most Dangerous Game,"
Richard Connell
",Thriller,24,1924,"32,904",4
Crisis Management: Beyond the Call of Duty,"
Craig A. McDonough
",Thriller,94,2020,"2,104",5
The After House,"
Mary Roberts Rinehart
",Thriller,164,1914,"42,960",3.6363636363636
The Clue of the Twisted Candles,"
Edgar Wallace
",Thriller,165,1918,"12,929",4.7142857142857
Whiskey Witches,"
F.J. Blooding
",Thriller,466,2017,"3,858",5
Survival Story: A Girl and Her Dog's Tale,"
Marita Balto
",Thriller,154,2019,"1,943",3
Brain Storm,"
Cat Gilbert
",Thriller,488,2015,"3,225",0
The Woman in White,"
Wilkie Collins
",Thriller,615,1860,"67,266",4.1739130434783
The Thirty-Nine Steps,"
John Buchan
",Thriller,101,1915,"37,973",4.1111111111111
The Breaking Point,"
Mary Roberts Rinehart
",Thriller,303,1922,"10,744",4
The Scarlet Pimpernel,"
Baroness Emmuska Orczy
",Thriller,228,1905,"12,798",4.5
Tesla,"
Jason Walker 
",Thriller,192,2019,"7,612",0
Alias,"
Louis Joseph Vance
",Thriller,300,1921,"10,858",5
The Phantom of the Opera,"
Gaston Leroux
",Thriller,254,1911,"60,781",4.5833333333333
Fireplay,"
Steve P. Vincent
",Thriller,51,2017,"1,525",0
The Burial of the Rats,"
Bram Stoker
",Thriller,25,1878,"13,511",4.3333333333333
The Charing Cross Mystery,"
J. S. Fletcher
",Thriller,0,1923,"14,788",3.8333333333333
813,"
Maurice LeBlanc
",Thriller,386,1910,"21,822",4.375
The Avenger,"
E. Phillips Oppenheim
",Thriller,237,1908,"13,173",3
Geek Mafia,"
Rick Dakan
",Thriller,307,2006,"12,273",4
The Eye of Osiris,"
R. Austin Freeman
",Thriller,281,1911,"16,352",4.7142857142857
Kidnapped,"
Robert Louis Stevenson
",Thriller,211,1886,"14,318",5
Sadie's Spirit,"
CB Samet
",Thriller,102,2018,"3,670",3.5
Loss Of Reason,"
Miles A. Maxwell
",Thriller,242,2015,"12,087",4
The Reluctant Coroner,"
Paul Austin Ardoin
",Thriller,346,2018,"3,712",0
Mysterious Mr. Sabin,"
E. Phillips Oppenheim
",Thriller,350,1905,"16,421",4.1666666666667
The Angel of Terror,"
Edgar Wallace
",Thriller,220,1922,"23,238",4
Aequitas,"
Hope Anika
",Thriller,194,2016,"2,470",5
The Prisoner of Zenda,"
Anthony Hope
",Thriller,151,1894,"13,275",4
Famished,"
Meghan O'Flynn
",Thriller,324,2016,"3,793",0
Let Me In,"
Adam Nicholls
",Thriller,298,2021,"2,719",0
Jack O'Judgment,"
Edgar Wallace
",Thriller,250,1920,"16,690",4
Inside the Lines,"
Robert Welles Ritchie
Earl Derr Biggers
",Thriller,179,1915,"11,356",4.25
The Land of Contrasts,"
James Fullarton Muirhead
",Travel,,1898,264,0
The New York and Albany Post Road,"
Charles Gilbert Hine
",Travel,,1905,280,0
Some Historical Account of Guinea,"
Anthony Benezet
",Travel,,,272,0
Adventures in Many Lands,,Travel,215,,"10,560",0
"À travers l'hémisphère sud, ou Mon second voyage autour du monde","
Ernest Michel
",Travel,235,1887,"7,114",0
Across Asia on a Bicycle,"
William Lewis Sachtleben
Thomas Gaskell Allen
",Travel,170,1894,"24,637",4
Voyage du Prince Fan-Federin dans la romancie,"
Guillaume Hyacinthe Bougeant
",Travel,,,279,0
Abroad,,Travel,0,,"10,273",0
Schetsen uit Napels en Omgeving,"
G. J. de Groot
",Travel,,1909,270,0
Le Tour du Monde; Une peuplade Malgache,,Travel,,1905,287,0
Martin Chuzzlewit,"
Charles Dickens
",Travel,805,1844,"6,996",4.5
Aztec Land,"
Maturin Murray Ballou
",Travel,230,1890,"12,557",0
Uncle Tom's Cabin,"
Harriet Beecher Stowe
",Travel,448,1852,"39,600",4.875
Schetsen uit den Kaukasus,"
Carla Serena
",Travel,,,281,0
The Story of Rouen,"
Sir Theodore Andrea Cook
",Travel,,1899,259,0
Twee groote steden in Brazilië,"
François Crastre
",Travel,,1908,279,0
Life on the Mississippi,"
Mark Twain
",Travel,409,1863,"7,434",3
Onderweg in Tunis,"
Madame Chantre B.
",Travel,,1909,285,0
The Innocents Abroad,"
Mark Twain
",Travel,520,1869,"9,935",5
Sailing Alone Around the World,"
Joshua Slocum
",Travel,166,1900,"9,534",5
"Op Martinique en Sint-Vincent, de veelgeteisterde eilanden","
Gerrit Verschuur
",Travel,0,1904,291,0
Kijkjes in een mooi werk over Chili,"
Marie Robinson Wright
",Travel,,,281,0
Door Oost-Perza,"
Percy Molesworth Sykes
",Travel,,,278,0
Canoeing in the wilderness,"
Henry David Thoreau
",Travel,99,1916,"8,187",3
The Art of Living in Australia,"
P. E. Muskett
",Travel,683,,"8,042",0
An Account of Egypt,"
Herodotus
",Travel,80,,"13,975",0
The Economist,"
Xenophon
",Travel,93,,"11,608",0
The Cockaynes in Paris,"
W. Blanchard Jerrold
",Travel,,1871,259,0
Around the World in 80 Days,"
Jules Verne
",Travel,198,1873,"58,308",4.4444444444444
My Man Jeeves,"
Pelham Grenville Wodehouse
",Travel,140,1919,"25,700",4.75
Across Unknown South America,"
Arnold Henry Savage Landor
",Travel,749,1913,"7,819",0
Le Circuit de l'Est,"
Commune de Amiens/Nancy
",Travel,,,272,0
Tocht naar de dalen van den kinaboom (Peru),"
Paul Marcoy
",Travel,,1873,292,0
With Kelly to Chitral,"
Sir Beynon William George Laurence
",Travel,,,275,0
A Week on the Concord and Merrimack Rivers,"
Henry David Thoreau
",Travel,268,1849,"9,776",0
Three Men in a Boat,"
Jerome K. Jerome
",Travel,181,1889,"78,207",4.8
Abissinia,"
Giuseppe Vigoni
",Travel,209,1881,"9,878",3
Le Tour du Monde; L'Archipel des Feroé,,Travel,,1905,288,0
Kashmir,"
Sir Younghusband Francis Edward
",Travel,181,1911,"22,205",0
Across The Plains,"
Robert Louis Stevenson
",Travel,162,1892,"13,019",3
Across China on Foot,"
Edwin John Dingle
",Travel,301,1911,"9,537",4
"John Rutherford, the White Chief","
George Lillie Craik
",Travel,,,284,0
The Travellers,"
Catharine Maria Sedgwick
",Travel,78,1825,292,0
Three Months of My Life,"
J. F. Foster
",Travel,,1873,265,0
Tracks of a Rolling Stone,"
Henry J. Coke
",Travel,,1905,270,0
Stray Studies from England and Italy,"
John Richard Greene
",Travel,0,1876,282,0
Pilgrim Trails,"
Frances Lester Warner
",Travel,,1921,286,0
A Cathedral Courtship,"
Kate Douglas Smith Wiggin
",Travel,72,1893,"20,870",3.5
One Man in His Time,"
Ellen Anderson Gholson Glasgow
",War,,1922,374,0
The Airlords of Han,"
Philip Francis Nowlan
",War,94,1928,"13,247",4.3333333333333
With the Naval Brigade in Natal (1899-1900),"
Charles Richard Newdigate Burne
",War,0,1902,382,0
The Courier of the Ozarks,"
Byron A. Dunn
",War,245,1912,370,0
The Adventures of Sally,"
Pelham Grenville Wodehouse
",War,211,1922,"13,523",4.3333333333333
''Shiloh'' as Seen by a Private Soldier,"
Warren Olney
",War,34,1889,"17,473",4.5
John Redmond's Last Years,"
Stephen Lucius Gwynn
",War,,1919,363,0
13 Days,"
John Alan Lyde Caunter
",War,104,1918,"13,601",0
'Laramie',"
Charles King
",War,177,1889,"28,555",4
William Ewart Gladstone,"
James Bryce
",War,,1919,374,0
The Thirty-Nine Steps,"
John Buchan
",War,101,1915,"37,973",4.1111111111111
History of the Sixteenth Connecticut Volunteers,"
B. F. Blakeslee
",War,81,1875,379,0
The Empty Sleeve,"
Henry H. Meacham
",War,0,1869,381,0
Jacob's Room,"
Virginia Woolf
",War,165,1922,"12,393",0
Toward the Gulf ,"
Edgar Lee Masters
",War,,,370,0
The Spirit of Lafayette,"
James Mott Hallowell
",War,0,1918,365,0
This Side of Paradise,"
F. Scott Fitzgerald
",War,234,1920,"24,846",3.5
Acres of Diamonds,"
Russell H. Conwell
",War,105,1913,"61,408",3.7142857142857
Abraham Lincoln,"
George Haven Putnam
",War,185,1909,"20,082",5
Personal recollections and experiences concerning the Battle of Stone River,"
Milo S. Hascall
",War,,1889,382,0
The Apartment Next Door,"
William Andrew Johnston
",War,167,1919,"24,283",4.5555555555556
Sketch of the First Kentucky Brigade,"
George B. Hodge
",War,0,1874,376,0
Songs and Ballads of the Southern People,,War,0,1886,384,0
The Short Line War,"
Samuel Merwin and Henry Kitchell Webster
",War,,,369,0
Sketches From My Life,"
Hobart Pasha
",War,,1887,378,0
From Aldershot to Pretoria,"
W. E. Sellers
",War,,1900,361,0
A Tale of Two Cities,"
Charles Dickens
",War,355,1859,"80,559",4.3125
Shelled by an Unseen Foe,"
James Fiske
",War,,1916,369,0
A Little Widow,"
Mrs. Wilson Woodrow
",War,0,1907,371,0
Arms and the Man,"
George Bernard Shaw
",War,88,1898,"17,940",4.5
The Red Badge of Courage,"
Stephen Crane
",War,134,1895,"14,102",5
"Diary from November 12, 1862, to October 18, 1863","
count De Gurowski Adam G.
",War,0,1864,381,0
A Yankee in the Trenches,"
Robert Derby Holmes
",War,117,,"25,201",0
War-time Silhouettes ,"
Stephen Hudson
",War,,,365,0
Loss Of Reason,"
Miles A. Maxwell
",War,242,2015,"12,087",4
The Creed of the Old South 1865-1915,"
Basil L. Gildersleeve
",War,,1915,379,0
''And they thought we wouldn't fight'',"
Floyd Phillips Gibbons
",War,329,1918,"16,135",4
Armageddon—2419 A.D.,"
Philip Francis Nowlan
",War,85,1928,"13,319",4.3333333333333
The River War,"
Winston Churchill
",War,288,1899,"27,462",4.6666666666667
!Tention,"
George Manville Fenn
",War,298,,"15,322",3.3333333333333
The Angels of Mons,"
Arthur Machen
",War,36,1915,"14,355",3.5
The War of the Worlds,"
H. G. Wells
",War,147,1898,"77,541",4.8823529411765
Golden Lads,"
Helen Hayes Gleason
Arthur Gleason
",War,,1916,377,0
The New Frontiers of Freedom from the Alps to the Ægean,"
Edward Alexander Powell
",War,,1920,360,0
The Art of War,"
Zi Sun
",War,150,0,"782,825",4.7272727272727
The Parts Men Play,"
Arthur Beverley Baxter
",War,,1920,360,0
The Last of the Mohicans,"
James Fenimore Cooper
",War,353,1826,"13,384",2
The Riddle of the Sands,"
Erskine Childers
",War,273,1903,"15,390",4
The Lord of Dynevor,"
Evelyn Everett-Green
",War,,,371,0
Arizona Nights,"
Stewart Edward White
",Western,197,1907,"6,986",3.3333333333333
The Bandit of Hell's Bend,"
Edgar Rice Burroughs
",Western,216,1926,"24,860",4.5714285714286
54-40 or Fight,"
Emerson Hough
",Western,258,1909,"10,316",4
Riders of the Purple Sage,"
Zane Grey
",Western,255,1912,"8,503",5
Adventures in the Far West,"
W. H. G. Kingston
",Western,102,1881,"8,370",0
Texas Cowboy's Protection,"
Barb Han
",Western,163,2019,"1,625",4
Alcatraz,"
Max Brand
",Western,182,1922,"15,568",4
A Voice in the Wilderness,"
Grace Livingston Hill
",Western,260,1916,"13,107",4
An Apache Princess,"
Charles King
",Western,218,1903,"8,417",0
The Call of the Canyon,"
Zane Grey
",Western,179,1924,"9,987",5
''Bring Me His Ears'',"
Clarence E. Mulford
",Western,244,1920,"13,250",0
My Ántonia,"
Willa Cather
",Western,207,1918,"9,006",4.5
The Mysterious Rider,"
Zane Grey
",Western,288,1921,"6,823",4
The Border Legion,"
Zane Grey
",Western,0,1916,"10,744",0
The Two-Gun Man,"
Charles Alden Seltzer
",Western,182,1911,"7,007",0
The Lone Star Ranger,"
Zane Grey
",Western,266,1915,"7,473",5
The Virginian,"
Owen Wister
",Western,328,1902,"10,195",0
Black Jack,"
Max Brand
",Western,466,1922,"8,962",5
Jack Wright and His Electric Stage,"
Noname
",Western,172,1893,"9,047",0
Desert Gold,"
Zane Grey
",Western,282,1913,"6,961",4
'Firebrand' Trevison,"
Charles Alden Seltzer
",Western,0,1918,"7,954",0
The Fighting Edge,"
William MacLeod Raine
",Western,238,1922,"10,169",0
The Ranch Girls at Home Again,"
Margaret Vandercook
",Western,148,1915,"7,247",0
The Hair-Trigger Kid,"
Max Brand
",Western,0,1931,"6,908",5
"Winnetou, the Apache Knight","
Karl Friedrich May
",Western,158,1898,"7,543",3.5
Around the World in Seventy-Two Days,"
Nellie Bly
",Women's Studies,147,1890,"5,723",5
The Yellow Wallpaper,"
Charlotte Perkins Gilman
",Women's Studies,24,1899,"39,338",5
Night and Day,"
Virginia Woolf
",Women's Studies,397,1919,"24,888",5
The Ladies Book of Useful Information,"
Anonymous
",Women's Studies,0,1896,"6,883",4
Love for a Deaf Rebel,"
Derrick King
",Women's Studies,196,2021,"2,992",0
Evelina,"
Fanny Burney
",Women's Studies,454,1778,"7,133",5
Angel Island,"
Inez Haynes Gillmore
",Women's Studies,356,1914,"13,644",3.25
A Bed of Roses,"
W. L. George
",Women's Studies,299,1911,"8,149",0
Characteristics of Women,"
Mrs. Jameson
",Women's Studies,337,1889,"5,209",0
Candida,"
George Bernard Shaw
",Women's Studies,81,1898,"5,920",5
Ann Veronica,"
H. G. Wells
",Women's Studies,320,1909,"9,972",0
The American Country Girl,"
Martha Foote Crow
",Women's Studies,305,1915,"5,363",0
Herland,"
Charlotte Perkins Gilman
",Women's Studies,139,1915,"5,495",3
Camilla,"
Madame D'Arblay
",Women's Studies,2049,1796,"4,587",0
In His Steps,"
Charles M. Sheldon
",Women's Studies,426,,"7,481",4.25
Balcony Stories,"
Grace Elizabeth King
",Women's Studies,99,1892,"4,408",0
Birth Control,"
Halliday G. Sutherland
",Women's Studies,161,,"8,466",0
Are Women People?,"
Alice Duer Miller
",Women's Studies,84,1915,"9,978",4.5
Pygmalion,"
George Bernard Shaw
",Women's Studies,141,1914,"33,368",5
Woman,"
William J. Robinson
",Women's Studies,239,1917,"5,784",3
The Tenant of Wildfell Hall,"
Anne Brontë
",Women's Studies,927,1848,"10,755",4
I Say No,"
Wilkie Collins
",Women's Studies,343,1884,"5,166",2.5
The Job,"
Sinclair Lewis
",Women's Studies,251,1917,"5,536",0
The Business of Being a Woman,"
Ida M. Tarbell
",Women's Studies,92,1921,"5,479",0
Aims and Aids for Girls and Young Women,"
George Sumner Weaver
",Women's Studies,167,1856,"18,117",0
The Rover Boys in New York,"
Edward Stratemeyer
",Young Readers,,1913,"1,053",0
The Ultimate Sacrifice ,"
Talia Jager
",Young Readers,218,2011,"2,838",2.6666666666667
Dorothy Dale (A Girl of To-Day),"
Margaret Penrose
",Young Readers,,1908,"1,053",0
Through the Looking Glass,"
Lewis Carroll
",Young Readers,90,1871,"50,401",5
Grimms' Fairy Tales,"
Jacob Grimm
Wilhelm Grimm
",Young Readers,238,,"48,496",3
Fire Island,"
George Manville Fenn
",Young Readers,,,"1,055",0
Pathfinder,"
Captain Douglas Alan
",Young Readers,,1913,"1,050",0
"How to Tell Stories to Children, And Some Stories to Tell","
Sara Cone Bryant
",Young Readers,,1905,"1,056",0
A Little Princess,"
Frances Hodgson Burnett
",Young Readers,194,1903,"280,126",4.1428571428571
Alice's Abenteuer im Wonderland,"
Lewis Carroll
",Young Readers,107,1869,"23,518",0
Adventures of Pinocchio,"
Carlo Collodi
",Young Readers,136,1883,"29,763",4.3333333333333
Beauty and the Beast,"
Anonymous
",Young Readers,40,,"30,745",4.5
Marked,"
Katrina Cope
",Young Readers,24,2019,"4,609",0
First Magic,"
Raven Steele
",Young Readers,302,2020,"5,001",5
Lucky's Will,"
Helen Gibbs Pohlot
",Young Readers,54,2018,"2,308",0
The Pirate's Pocket Book,"
Dion Clayton Calthrop
",Young Readers,,,"1,050",0
Laughing Last,"
Jane Abbott
",Young Readers,169,1924,"48,887",0
Children of the Knight,"
Michael J. Bowler
",Young Readers,341,2018,"4,146",4
Treasure Island,"
Robert Louis Stevenson
",Young Readers,194,1883,"59,560",4.7777777777778
Secrets and Guardians: Devious Intentions,"
H. Chambers
",Young Readers,214,2016,"4,126",5
The Dawnvel Druids,"
William Collins
",Young Readers,191,2019,"1,489",4
Little Women,"
Louisa May Alcott
",Young Readers,484,1868,"79,185",4.0909090909091
ABC's of Science,"
Charles Oliver
",Young Readers,25,,"61,924",2
The Three Mulla-mulgars,"
Walter de la Mare
",Young Readers,,1919,"1,052",0
Telescope Jim,"
J. S. Lome
",Young Readers,134,2019,"1,117",1
In the Mist of the Mountains,"
Ethel Sybil Turner
",Young Readers,,1908,"1,056",0
Rev's Odyssey,"
R. R. Kaufman
",Young Readers,349,2021,859,0
The Story of a Robin,"
Agnes S. Underwood
",Young Readers,,1898,"1,046",0
Nat the Naturalist,"
George Manville Fenn
",Young Readers,239,1883,"1,044",0
Alice in Wonderland,"
Lewis Carroll
",Young Readers,78,1865,"249,281",3.6111111111111
Dark Promise ,"
Talia Jager
",Young Readers,242,2012,"3,849",4.5555555555556
Raggedy Andy Stories,"
Johnny Gruelle
",Young Readers,,1919,"1,045",0
Boy Aviators' Polar Dash,"
Captain Wilbur Lawton
",Young Readers,,1915,"1,053",0
The Wonderful Wizard of Oz,"
Lyman Frank Baum
",Young Readers,122,1901,"65,652",4.8
Hero Stories from American History,"
Albert F. Blaisdell
Francis Kingsley Ball
",Young Readers,,1903,"1,051",0
Kim,"
Rudyard Kipling
",Young Readers,296,1901,"26,716",4.6666666666667
Hildegarde's Neighbors,"
Laura E. Richards
",Young Readers,,1889,"1,057",5
The Frights of Fiji,"
Sunayna Prasad
",Young Readers,136,2018,"6,729",4.6666666666667
For the Win,"
Cory Doctorow
",Young Readers,471,2010,"27,341",3
The Young Alaskans on the Missouri,"
Emerson Hough
",Young Readers,235,1922,"1,054",0
Aesop's Fables,"
Aesop
",Young Readers,364,,"57,833",5
Draw Swords!,"
George Manville Fenn
",Young Readers,350,1898,"1,055",0
Ranald Bannerman's Boyhood ,"
George MacDonald
",Young Readers,,1871,"1,045",0
The Little Savage,"
Frederick Marryat
",Young Readers,,1848,"1,054",0
Camp and Trail,"
Isabel Hornibrook
",Young Readers,,1897,"1,044",0
Anne of Green Gables,"
Lucy Maud Montgomery
",Young Readers,254,1908,"72,578",4.2083333333333
The Adventures of Odysseus and The Tales of Troy,"
Padraic Colum
",Young Readers,162,1918,"30,396",2.6666666666667
Skylar Robbins: The Mystery of the Hidden Jewels,"
Carrie Cross
",Young Readers,261,2015,"4,459",5
The Book of Joyous Children,"
James Whitcomb Riley
",Young Readers,107,1902,"1,051",0
Adventures of Huckleberry Finn,"
Mark Twain
",Young Readers,305,1884,"179,629",4.9090909090909
A Wonder Book and Tanglewood Tales,"
Nathaniel Hawthorne
",Young Readers,291,1910,"21,192",0
The Leader of the Lower School,"
Angela Brazil
",Young Readers,191,1919,"1,058",0
All the Way to Fairyland,"
Evelyn Sharp
",Young Readers,112,1898,"21,179",3
Household Stories by the Brothers Grimm,"
Jacob Grimm
Wilhelm Grimm
",Young Readers,261,1886,"32,894",5
The Three Lieutenants,"
W. H. G. Kingston
",Young Readers,0,1874,"1,049",0
Peter Pan,"
J. M. Barrie
",Young Readers,137,1904,"40,361",4.6
A Pair of Schoolgirls,"
Angela Brazil
",Young Readers,164,1912,"83,206",0
Oliver Twist,"
Charles Dickens
",Young Readers,358,1839,"55,864",3.5
Chatterbox,,Young Readers,,1905,"1,050",0
Helping Himself,"
Jr. Alger Horatio
",Young Readers,166,1886,"1,056",0
